0,nospec_no_specifier_test,1708731282,0
1,nospec_empty_string,1708731282,0
2,nospec_some_escaped_chars,1708731282,0
3,nospec_successive_5_5,1708731282,0
4,nospec_successive_2_9,1708731282,0
5,nospec_successive_8_3,1708731282,0
6,pct_basic,1708731282,0
7,pct_5w,0,1708731282
8,pct_5wlj,0,1708731282
9,pct_5wzp,0,1708731282
10,pct_5wljzp,0,1708731282
16,c_allprintable_combined,1708731282,0
17,c_1_31_combined,1708731282,0
18,c_128_255_combined,1708731282,0
19,c_allprintable_width,0,1708731282
20,c_1_31_width,0,1708731282
21,c_128_255_width,0,1708731282
22,c_allprintable_width_lj,0,1708731282
23,c_1_31_width_lj,0,1708731282
24,c_128_255_width_lj,0,1708731282
25,c_nullterm_basic,1708731282,0
26,c_nullterm_5w,0,1708731282
27,c_nullterm_5wlj,0,1708731282
28,s_basic_string_expansion,1708731282,0
29,s_only_string_expansion,1708731282,0
30,s_two_string_expansions,1708731282,0
31,s_two_string_expansions2,1708731282,0
32,s_empty_string_expansion,1708731282,0
33,s_full_then_empty_string,1708731282,0
34,s_empty_then_full_string,1708731282,0
35,s_three_strings,1708731282,0
36,s_space_padded_field_width,0,1708731282
37,s_space_padded_field_width2,0,1708731282
38,s_space_padded_over_field_width,0,1708731282
39,s_space_padded_field_width_lj,0,1708731282
40,s_space_padded_field_width2_lj,0,1708731282
41,s_space_padded_over_field_width_lj,0,1708731282
42,s_string_prec_notrunc,0,1708731282
43,s_string_prec_trunc,0,1708731282
44,s_string_prec_default,0,1708731282
45,s_string_prec_zero,0,1708731282
46,s_two_strings_prec_2trunc,0,1708731282
47,s_two_strings_prec_1trunc_a,0,1708731282
48,s_two_strings_prec_1trunc_b,0,1708731282
49,s_two_strings_prec_0trunc,0,1708731282
50,s_string_prec_width_notrunc,0,1708731282
51,s_string_prec_width_trunc,0,1708731282
52,s_string_prec_width_notrunc_lj,0,1708731282
53,s_string_prec_width_trunc_lj,0,1708731282
54,s_two_s_prec_width_2fit_0trunc,0,1708731282
55,s_two_s_prec_width_1fit_a_0trunc,0,1708731282
56,s_two_s_prec_width_1fit_b_0trunc,0,1708731282
57,s_two_s_prec_width_0fit_0trunc,0,1708731282
58,s_two_s_prec_width_2fit_1trunc_a,0,1708731282
59,s_two_s_prec_width_1fit_a_1trunc_a,0,1708731282
60,s_two_s_prec_width_1fit_b_1trunc_a,0,1708731282
61,s_two_s_prec_width_0fit_1trunc_a,0,1708731282
62,s_two_s_prec_width_2fit_1trunc_b,0,1708731282
63,s_two_s_prec_width_1fit_a_1trunc_b,0,1708731282
64,s_two_s_prec_width_1fit_b_1trunc_b,0,1708731282
65,s_two_s_prec_width_0fit_1trunc_b,0,1708731282
66,s_two_s_prec_width_2fit_2trunc,0,1708731282
67,s_two_s_prec_width_1fit_a_2trunc,0,1708731282
68,s_two_s_prec_width_1fit_b_2trunc,0,1708731282
